account_id,declared_income_annual,total_deposits_90d,total_withdrawals_90d,num_deposits_90d,num_withdrawals_90d,deposit_withdraw_cycle_days_avg,vpn_usage_pct,countries_accessed_count,device_id,ip_hash,account_age_days,kyc_face_match_score,is_fraud
ACC-L-00932,77732.85,22602.01,13537.41,6,2,20.37,17.35,1,DEV-L-00932,IP-L-00932,747,0.9646,False
ACC-L-03934,91626.32,15425.14,13520.37,3,9,33.19,15.01,1,DEV-L-03934,IP-L-03934,46,0.9275,False
ACC-L-04043,99132.15,15209.4,11722.98,9,1,25.07,10.22,2,DEV-L-04043,IP-L-04043,201,0.96,False
ACC-L-00364,103255.91,14415.74,12826.88,4,10,18.1,8.91,2,DEV-L-00364,IP-L-00364,199,0.8922,False
ACC-L-04658,55566.84,17556.17,8959.92,10,2,27.32,5.17,3,DEV-L-00158,IP-L-04658,295,0.9508,False
ACC-L-01216,33855.32,4420.28,2432.13,11,5,31.53,5.77,3,DEV-L-01216,IP-L-01216,333,0.9964,False
ACC-L-00151,114195.02,37183.79,24238.85,12,5,16.03,12.76,1,DEV-L-00151,IP-L-00151,224,0.9414,False
ACC-L-02792,27962.18,5518.32,4181.04,11,8,18.33,12.87,1,DEV-L-02792,IP-L-02792,52,0.9721,False
ACC-L-00684,105748.82,33273.45,21972.62,14,4,31.57,8.78,2,DEV-L-00684,IP-L-00684,422,0.9248,False
ACC-L-02169,65828.61,14944.94,13436.46,10,5,12.06,7.02,3,DEV-L-02169,IP-L-02169,656,0.9213,False
ACC-L-04610,39815.0,5166.44,3188.54,14,9,16.56,10.77,3,DEV-L-00110,IP-L-04610,706,0.9944,False
ACC-L-04660,86413.69,12882.23,10366.62,7,4,29.83,3.25,1,DEV-L-00160,IP-L-04660,761,0.9453,False
ACC-L-02391,65474.19,15900.25,8837.95,11,9,15.42,8.13,2,DEV-L-02391,IP-L-02391,200,0.9261,False
ACC-L-03767,74791.77,20931.77,18118.17,13,8,34.48,15.12,3,DEV-L-03767,IP-L-03767,764,0.9815,False
ACC-L-00476,107456.83,25244.53,13319.13,3,3,26.34,17.53,1,DEV-L-00476,IP-L-00476,774,0.9117,False
ACC-L-00576,46615.72,8591.67,4788.43,11,10,13.73,4.15,3,DEV-L-00576,IP-L-00576,765,0.9711,False
ACC-L-01271,27466.3,3864.42,2430.51,13,6,24.85,7.97,1,DEV-L-01271,IP-L-01271,73,0.9845,False
ACC-L-04606,84260.9,24713.98,17917.12,13,8,23.07,5.29,2,DEV-L-00106,IP-L-04606,33,0.9186,False
ACC-L-02680,29401.72,8448.97,5735.54,10,7,25.07,14.34,1,DEV-L-02680,IP-L-02680,334,0.8924,False
ACC-F-00136,36452.91,72102.74,58735.87,32,9,2.3,63.52,3,DEV-F-0026,IP-F-0062,122,0.64,True
ACC-L-03340,90177.46,20731.62,11125.98,11,4,29.15,7.26,3,DEV-L-03340,IP-L-03340,723,0.8856,False
ACC-L-00378,37336.42,10287.12,9118.2,2,7,26.45,4.95,2,DEV-L-00378,IP-L-00378,282,0.9511,False
ACC-L-00084,111078.27,13639.97,10957.11,13,1,24.62,6.6,3,DEV-L-00084,IP-L-00084,177,0.9286,False
ACC-L-00140,31366.57,10800.42,9370.86,11,3,24.69,14.63,3,DEV-L-00140,IP-L-00140,192,0.9071,False
ACC-L-04137,59861.49,19416.34,17883.84,9,3,31.4,17.26,2,DEV-L-04137,IP-L-04137,579,0.9926,False
ACC-L-04654,69995.41,14577.14,10912.82,9,1,31.28,3.81,2,DEV-L-00154,IP-L-04654,755,0.9173,False
ACC-L-03582,42424.41,6784.6,4856.6,3,11,32.58,3.6,2,DEV-L-03582,IP-L-03582,586,0.973,False
ACC-L-01567,58243.21,14263.35,9593.18,7,11,28.83,14.03,3,DEV-L-01567,IP-L-01567,295,0.9416,False
ACC-L-00150,42369.59,13130.91,8253.68,14,6,34.31,11.14,1,DEV-L-00150,IP-L-00150,634,0.9098,False
ACC-L-00460,85206.64,12978.39,9076.15,12,8,22.13,15.71,1,DEV-L-00460,IP-L-00460,452,0.974,False
ACC-L-00789,119850.02,35122.36,31215.23,6,6,31.69,3.8,2,DEV-L-00789,IP-L-00789,205,0.977,False
ACC-L-03739,77462.27,13380.67,11697.75,4,9,18.36,14.05,3,DEV-L-03739,IP-L-03739,576,0.9418,False
ACC-L-03109,47197.32,9396.88,8384.4,4,6,17.53,8.15,1,DEV-L-03109,IP-L-03109,386,0.8822,False
ACC-F-00046,74322.92,55780.78,44033.78,18,23,3.95,80.27,7,DEV-F-0025,IP-F-0034,29,0.7289,True
ACC-L-01311,79565.12,23608.88,14872.96,12,10,12.35,9.19,2,DEV-L-01311,IP-L-01311,147,0.954,False
ACC-L-04549,33308.4,5180.87,3787.15,7,10,28.09,14.14,3,DEV-L-00049,IP-L-04549,70,0.9973,False
ACC-L-03392,77924.91,20306.27,18062.07,7,10,15.15,4.5,3,DEV-L-03392,IP-L-03392,760,0.9021,False
ACC-L-03476,114655.16,36727.28,21845.56,9,11,33.54,7.5,1,DEV-L-03476,IP-L-03476,426,0.9127,False
ACC-L-04732,98012.1,29349.38,19257.75,8,11,31.74,5.04,3,DEV-L-00232,IP-L-04732,441,0.9085,False
ACC-L-00862,45628.34,9396.58,6106.0,6,11,22.96,15.85,1,DEV-L-00862,IP-L-00862,753,0.9235,False
ACC-L-02263,26900.49,9250.61,5547.81,11,5,33.62,17.29,2,DEV-L-02263,IP-L-02263,427,0.9809,False
ACC-L-03358,35537.78,9979.59,5275.73,5,11,19.16,3.42,1,DEV-L-03358,IP-L-03358,129,0.9873,False
ACC-L-00973,76919.63,18181.65,10910.06,12,10,26.75,16.03,3,DEV-L-00973,IP-L-00973,795,0.8909,False
ACC-L-03810,63262.5,17525.87,9204.41,14,9,21.33,17.23,2,DEV-L-03810,IP-L-03810,66,0.9701,False
ACC-L-02773,62401.33,20976.21,14224.53,9,8,12.0,16.39,2,DEV-L-02773,IP-L-02773,55,0.9591,False
ACC-L-02171,114724.55,13837.42,11871.4,14,10,19.14,9.54,3,DEV-L-02171,IP-L-02171,432,0.958,False
ACC-L-01258,42946.82,12650.71,6842.83,9,10,13.47,7.7,2,DEV-L-01258,IP-L-01258,273,0.9371,False
ACC-L-01500,62358.41,10598.67,8919.74,3,8,20.82,9.6,2,DEV-L-01500,IP-L-01500,309,0.9103,False
ACC-L-04587,38026.75,7900.47,7458.28,2,9,31.11,12.43,1,DEV-L-00087,IP-L-04587,554,0.9869,False
ACC-L-03846,90511.86,27215.19,20873.98,4,5,32.45,14.98,1,DEV-L-03846,IP-L-03846,269,0.8891,False
ACC-L-01549,118751.86,21064.35,12246.94,4,4,12.81,14.67,1,DEV-L-01549,IP-L-01549,558,0.9116,False
ACC-L-00088,34796.53,8559.62,8050.59,10,5,16.37,11.31,1,DEV-L-00088,IP-L-00088,296,0.9269,False
ACC-F-00215,39326.48,58996.59,43758.95,28,16,4.78,94.28,7,DEV-F-0026,IP-F-0003,144,0.6966,True
ACC-L-03413,59688.58,10500.02,8256.99,6,11,33.43,5.65,3,DEV-L-03413,IP-L-03413,768,0.9176,False
ACC-L-01091,94027.76,22307.22,15204.94,13,1,17.2,2.28,2,DEV-L-01091,IP-L-01091,763,0.9736,False
ACC-F-00011,46360.19,41833.76,39776.12,21,23,3.9,82.82,7,DEV-F-0012,IP-F-0069,55,0.6559,True
ACC-L-01270,26482.71,4460.56,3271.1,13,2,17.85,3.16,1,DEV-L-01270,IP-L-01270,693,0.8994,False
ACC-L-03390,44877.28,7778.18,4063.44,6,11,21.19,8.73,1,DEV-L-03390,IP-L-03390,470,0.9024,False
ACC-L-03687,44410.84,12694.42,8755.5,12,8,14.5,4.77,3,DEV-L-03687,IP-L-03687,793,0.9569,False
ACC-L-04177,106724.97,15199.65,11466.43,7,7,25.34,5.5,2,DEV-L-04177,IP-L-04177,112,0.9216,False
ACC-L-02754,94482.35,27394.27,23035.78,7,10,12.46,16.8,1,DEV-L-02754,IP-L-02754,545,0.9061,False
ACC-L-02614,77153.35,14024.99,10133.43,14,9,12.27,12.2,3,DEV-L-02614,IP-L-02614,619,0.9915,False
ACC-L-02865,81819.46,15964.79,9297.64,8,11,32.83,10.17,1,DEV-L-02865,IP-L-02865,423,0.9837,False
ACC-L-04590,25137.01,6343.16,4032.26,10,3,27.76,3.23,2,DEV-L-00090,IP-L-04590,696,0.9099,False
ACC-L-02072,69042.21,18575.88,9389.2,5,2,21.05,9.42,2,DEV-L-02072,IP-L-02072,248,0.9542,False
ACC-L-02321,119761.66,32514.0,29750.24,6,2,22.65,11.56,1,DEV-L-02321,IP-L-02321,154,0.901,False
ACC-L-02663,113391.31,25982.5,20362.17,9,2,21.0,7.92,1,DEV-L-02663,IP-L-02663,697,0.9202,False
ACC-F-00101,40151.95,70648.26,56635.64,27,15,5.19,68.81,11,DEV-F-0015,IP-F-0028,86,0.6119,True
ACC-L-03299,48345.99,10526.45,9981.47,5,3,24.61,12.43,1,DEV-L-03299,IP-L-03299,37,0.9769,False
ACC-L-01208,46186.2,11126.03,6019.88,9,1,25.38,10.35,1,DEV-L-01208,IP-L-01208,181,0.9573,False
ACC-F-00171,77775.61,100320.84,92864.79,5,15,1.41,80.33,9,DEV-F-0029,IP-F-0079,119,0.6958,True
ACC-F-00107,74930.82,121171.2,105529.61,26,5,3.1,93.16,8,DEV-F-0040,IP-F-0007,135,0.5817,True
ACC-L-03946,48851.57,11506.25,7610.61,9,9,28.57,5.47,3,DEV-L-03946,IP-L-03946,394,0.9151,False
ACC-L-03319,37039.58,8318.87,7521.8,2,4,22.42,14.6,3,DEV-L-03319,IP-L-03319,350,0.9419,False
ACC-L-04741,75310.14,15259.99,9534.6,5,1,27.13,11.45,3,DEV-L-00241,IP-L-04741,581,0.9191,False
ACC-L-04045,44400.47,6341.45,4822.31,12,10,18.02,8.71,1,DEV-L-04045,IP-L-04045,367,0.957,False
ACC-L-03813,118047.38,25661.44,15087.68,14,11,28.95,12.55,3,DEV-L-03813,IP-L-03813,86,0.9485,False
ACC-L-03611,28558.35,7273.77,3647.03,2,6,27.6,9.88,3,DEV-L-03611,IP-L-03611,111,0.9814,False
ACC-L-03872,116583.37,22035.62,16270.07,10,9,15.77,2.85,1,DEV-L-03872,IP-L-03872,442,0.9474,False
ACC-L-04379,25951.73,6412.25,5842.55,9,5,25.58,13.71,3,DEV-L-04379,IP-L-04379,79,0.9846,False
ACC-F-00060,65424.87,74881.68,57471.97,13,17,2.41,65.99,6,DEV-F-0007,IP-F-0019,51,0.7552,True
ACC-L-00990,95254.82,20928.95,12720.99,6,11,29.41,2.76,1,DEV-L-00990,IP-L-00990,85,0.9484,False
ACC-L-04387,82074.6,16398.29,12870.55,9,1,13.81,5.27,2,DEV-L-04387,IP-L-04387,676,0.92,False
ACC-L-00790,53082.22,14981.58,10950.74,12,6,31.65,12.99,3,DEV-L-00790,IP-L-00790,117,0.9445,False
ACC-L-03937,70695.12,11901.33,6076.7,10,1,21.77,8.8,2,DEV-L-03937,IP-L-03937,759,0.8804,False
ACC-L-02510,46749.06,7103.39,4196.16,10,7,15.41,4.51,3,DEV-L-02510,IP-L-02510,112,0.9071,False
ACC-L-01870,53935.86,14759.77,13717.01,13,4,29.74,8.92,1,DEV-L-01870,IP-L-01870,293,0.9342,False
ACC-L-01274,101872.22,20206.92,13642.14,5,11,28.37,13.87,3,DEV-L-01274,IP-L-01274,477,0.9694,False
ACC-L-03271,53322.46,16477.5,9237.0,13,3,32.32,8.85,1,DEV-L-03271,IP-L-03271,765,0.9101,False
ACC-F-00153,38728.88,45455.63,42739.03,9,4,4.91,60.23,9,DEV-F-0003,IP-F-0065,89,0.5897,True
ACC-L-01998,74946.05,13018.71,11243.02,9,9,31.18,8.11,3,DEV-L-01998,IP-L-01998,567,0.9807,False
ACC-L-00231,67044.85,8791.15,7641.44,5,11,25.52,7.65,1,DEV-L-00231,IP-L-00231,82,0.9057,False
ACC-L-03983,89482.0,12831.64,9400.53,8,6,18.94,3.64,2,DEV-L-03983,IP-L-03983,700,0.9199,False
ACC-L-04055,35300.47,9305.61,6906.13,2,1,23.34,8.89,2,DEV-L-04055,IP-L-04055,740,0.9175,False
ACC-L-03328,44047.22,6384.1,3788.44,2,7,21.4,9.08,2,DEV-L-03328,IP-L-03328,70,0.9932,False
ACC-L-03875,101367.5,29882.78,25237.05,14,9,15.23,8.22,2,DEV-L-03875,IP-L-03875,484,0.9721,False
ACC-L-03312,102849.42,22196.59,18257.11,9,6,30.34,5.05,1,DEV-L-03312,IP-L-03312,439,0.9016,False
ACC-L-03065,104974.18,18619.16,10529.17,10,8,21.22,7.22,2,DEV-L-03065,IP-L-03065,303,0.881,False
ACC-L-01512,96465.6,13073.53,7814.36,14,8,19.8,6.77,3,DEV-L-01512,IP-L-01512,585,0.9713,False
ACC-L-03288,70736.73,21844.09,19027.68,11,4,12.1,16.58,1,DEV-L-03288,IP-L-03288,343,0.9943,False
ACC-L-04553,42895.52,8565.83,8027.56,11,1,34.16,6.8,2,DEV-L-00053,IP-L-04553,203,0.9129,False
ACC-L-00500,66219.36,19332.57,18363.78,6,9,14.63,10.29,3,DEV-L-00500,IP-L-00500,96,0.8802,False
ACC-L-03369,36495.48,8457.71,7336.83,12,5,15.36,5.35,2,DEV-L-03369,IP-L-03369,753,0.8934,False
ACC-L-01535,78860.3,23328.42,19617.17,7,9,26.37,14.12,1,DEV-L-01535,IP-L-01535,588,0.8828,False
ACC-L-04020,85095.82,23747.84,21953.89,6,9,19.36,16.74,2,DEV-L-04020,IP-L-04020,434,0.9935,False
ACC-L-03133,103785.63,23734.16,17852.6,9,8,29.81,8.77,2,DEV-L-03133,IP-L-03133,793,0.9904,False
ACC-L-04098,61848.93,12557.11,7908.93,14,6,21.44,15.29,1,DEV-L-04098,IP-L-04098,497,0.9145,False
ACC-L-00155,62797.24,19488.32,11241.23,6,5,13.05,12.35,3,DEV-L-00155,IP-L-00155,503,0.9875,False
ACC-L-00507,26218.06,7943.42,5677.29,6,1,17.42,16.92,1,DEV-L-00507,IP-L-00507,490,0.9755,False
ACC-L-02461,40072.24,9710.59,6085.47,3,6,22.74,11.44,1,DEV-L-02461,IP-L-02461,339,0.9104,False
ACC-L-02420,107995.02,23145.41,14377.77,9,10,28.5,10.27,3,DEV-L-02420,IP-L-02420,417,0.9942,False
ACC-L-03733,106674.96,14212.6,11060.84,3,9,14.71,15.62,1,DEV-L-03733,IP-L-03733,608,0.9352,False
ACC-F-00097,58639.97,69606.2,49219.11,32,21,5.36,71.32,11,DEV-F-0019,IP-F-0051,50,0.5878,True
ACC-L-01083,79421.58,16865.07,11689.08,8,6,28.65,8.59,3,DEV-L-01083,IP-L-01083,107,0.8984,False
ACC-L-04201,91954.37,15301.32,10065.19,7,3,24.19,6.5,3,DEV-L-04201,IP-L-04201,357,0.9894,False
ACC-L-02541,50341.93,6896.07,6417.89,2,8,33.31,17.66,2,DEV-L-02541,IP-L-02541,206,0.9929,False
ACC-L-02604,42231.2,7328.39,5825.36,13,8,22.54,14.29,3,DEV-L-02604,IP-L-02604,228,0.9163,False
ACC-F-00186,69124.1,73857.44,52173.65,31,5,2.27,93.29,4,DEV-F-0035,IP-F-0019,120,0.8125,True
ACC-L-03753,116328.67,39873.79,20626.22,12,10,33.25,12.11,2,DEV-L-03753,IP-L-03753,634,0.8936,False
ACC-L-02473,100217.27,22191.22,16290.02,12,7,33.49,2.33,3,DEV-L-02473,IP-L-02473,623,0.9563,False
ACC-L-03333,72191.41,9826.74,7318.74,3,7,34.19,6.92,1,DEV-L-03333,IP-L-03333,391,0.9973,False
ACC-L-01808,99092.0,33842.52,24513.1,13,1,19.7,12.85,3,DEV-L-01808,IP-L-01808,542,0.8856,False
ACC-L-01069,97022.27,31963.1,16194.86,14,1,30.15,4.08,3,DEV-L-01069,IP-L-01069,589,0.9628,False
ACC-F-00148,31972.55,49887.21,35929.54,19,4,5.23,61.97,7,DEV-F-0034,IP-F-0007,134,0.7822,True
ACC-F-00028,78819.9,57428.27,45115.37,27,4,2.72,61.78,11,DEV-F-0012,IP-F-0008,79,0.8208,True
ACC-L-03890,60827.06,7482.41,4338.77,13,9,32.37,12.12,2,DEV-L-03890,IP-L-03890,109,0.9585,False
ACC-L-03759,52693.79,11203.25,9079.64,12,6,30.61,6.26,1,DEV-L-03759,IP-L-03759,592,0.961,False
ACC-L-03113,54899.18,16540.09,11043.71,8,9,34.97,8.14,1,DEV-L-03113,IP-L-03113,758,0.9131,False
ACC-L-00442,31688.51,6389.49,4641.52,7,5,24.74,4.79,2,DEV-L-00442,IP-L-00442,778,0.8988,False
ACC-L-02616,97062.32,21642.82,17706.38,3,4,31.42,10.56,2,DEV-L-02616,IP-L-02616,90,0.9407,False
ACC-L-03526,41722.39,7922.51,4825.75,9,11,15.53,4.92,3,DEV-L-03526,IP-L-03526,159,0.9712,False
ACC-L-01136,100164.4,24915.34,16474.89,2,2,32.04,17.52,3,DEV-L-01136,IP-L-01136,616,0.9968,False
ACC-L-01595,50734.18,6593.9,4378.3,12,4,27.02,8.99,3,DEV-L-01595,IP-L-01595,70,0.9013,False
ACC-L-04480,52908.93,18225.01,14621.64,6,1,17.42,12.23,2,DEV-L-04480,IP-L-04480,173,0.9564,False
ACC-F-00129,69078.02,122211.76,102913.42,11,5,2.58,79.68,3,DEV-F-0017,IP-F-0059,106,0.544,True
ACC-L-01349,34068.95,10239.42,7214.31,6,9,16.29,12.57,3,DEV-L-01349,IP-L-01349,189,0.9202,False
ACC-L-03379,116151.02,28763.39,16318.66,6,4,13.54,11.17,1,DEV-L-03379,IP-L-03379,513,0.9387,False
ACC-L-04253,54371.95,9605.61,8182.2,12,8,20.62,4.51,1,DEV-L-04253,IP-L-04253,469,0.99,False
ACC-L-00451,74804.2,20516.34,12745.73,10,1,33.47,13.58,1,DEV-L-00451,IP-L-00451,272,0.89,False
ACC-L-03732,94290.74,17508.75,13005.01,8,7,26.42,17.92,1,DEV-L-03732,IP-L-03732,368,0.9871,False
ACC-L-02778,62575.77,19185.13,14024.92,13,1,33.76,3.32,2,DEV-L-02778,IP-L-02778,625,0.8894,False
ACC-L-02719,84980.01,25424.87,21419.21,13,9,25.06,9.19,1,DEV-L-02719,IP-L-02719,452,0.9531,False
ACC-L-04106,47745.37,11662.45,11034.73,11,4,26.05,3.25,3,DEV-L-04106,IP-L-04106,504,0.8838,False
ACC-L-01458,112228.22,23310.61,19681.98,2,7,26.38,10.21,3,DEV-L-01458,IP-L-01458,713,0.8858,False
ACC-L-02703,78704.83,10871.53,7885.23,11,6,13.22,14.16,3,DEV-L-02703,IP-L-02703,682,0.9746,False
ACC-L-00204,37006.71,4677.8,3649.76,10,2,31.37,9.72,2,DEV-L-00204,IP-L-00204,358,0.9447,False
ACC-L-02618,102962.49,31614.12,17781.43,13,10,31.58,9.28,1,DEV-L-02618,IP-L-02618,784,0.8879,False
ACC-L-01790,54054.0,18064.86,10814.35,2,11,26.92,2.93,1,DEV-L-01790,IP-L-01790,106,0.9578,False
ACC-L-01522,28717.56,5605.15,5043.31,4,1,21.35,2.5,1,DEV-L-01522,IP-L-01522,322,0.9468,False
ACC-L-02065,73965.13,16805.43,15074.3,3,2,29.49,17.22,1,DEV-L-02065,IP-L-02065,551,0.8921,False
ACC-L-00359,106910.09,32896.37,31013.31,6,4,31.59,2.84,1,DEV-L-00359,IP-L-00359,539,0.9519,False
ACC-F-00167,43661.92,60272.86,54795.58,16,30,3.7,87.9,9,DEV-F-0025,IP-F-0016,162,0.5271,True
ACC-L-00480,78400.53,9513.82,5093.03,5,1,13.79,13.31,1,DEV-L-00480,IP-L-00480,315,0.9471,False
ACC-L-03998,116094.84,32763.2,16497.37,14,7,22.09,11.64,2,DEV-L-03998,IP-L-03998,780,0.8873,False
ACC-L-03108,47470.68,15717.15,8341.37,5,5,22.26,12.49,2,DEV-L-03108,IP-L-03108,248,0.9139,False
ACC-L-01824,35302.14,10117.67,5704.06,2,7,20.21,10.81,3,DEV-L-01824,IP-L-01824,30,0.9102,False
ACC-L-03789,61181.68,17602.09,11798.46,11,7,23.57,6.83,3,DEV-L-03789,IP-L-03789,243,0.9956,False
ACC-L-03450,54248.75,14318.51,8284.79,2,10,19.01,9.81,3,DEV-L-03450,IP-L-03450,114,0.9606,False
ACC-L-01372,106634.51,16099.17,14190.46,12,8,30.84,10.89,3,DEV-L-01372,IP-L-01372,536,0.9052,False
ACC-L-00337,49201.13,9886.16,8082.2,6,8,14.87,17.38,2,DEV-L-00337,IP-L-00337,171,0.8846,False
ACC-L-01151,93099.53,30046.7,23659.21,14,10,26.39,9.92,3,DEV-L-01151,IP-L-01151,565,0.9317,False
ACC-L-02795,32006.53,4663.81,4021.68,10,10,28.31,10.31,2,DEV-L-02795,IP-L-02795,787,0.9173,False
ACC-L-02974,35240.57,5905.09,3859.51,6,1,30.56,2.52,2,DEV-L-02974,IP-L-02974,610,0.9236,False
ACC-L-01450,67668.27,16469.04,13734.22,2,5,32.49,13.46,1,DEV-L-01450,IP-L-01450,295,0.9565,False
ACC-L-02838,67391.58,21665.4,11705.62,2,6,18.85,3.19,1,DEV-L-02838,IP-L-02838,622,0.9423,False
ACC-L-04140,30730.04,6649.69,3924.83,5,10,12.33,3.9,3,DEV-L-04140,IP-L-04140,463,0.9312,False
ACC-L-02731,93540.78,18436.94,9772.65,6,9,17.05,11.86,2,DEV-L-02731,IP-L-02731,330,0.9034,False
ACC-F-00040,76633.5,147392.73,138964.18,31,23,3.96,70.53,3,DEV-F-0010,IP-F-0059,90,0.7073,True
ACC-L-01129,88028.54,28203.71,24603.97,14,8,15.59,10.57,2,DEV-L-01129,IP-L-01129,444,0.9429,False
ACC-L-01839,38398.42,13163.01,9571.25,5,3,16.02,12.58,2,DEV-L-01839,IP-L-01839,573,0.9778,False
ACC-L-01925,96444.21,15028.17,8624.66,9,11,19.36,9.58,3,DEV-L-01925,IP-L-01925,471,0.8984,False
ACC-L-02967,44905.29,5472.02,4648.6,12,9,22.26,3.61,2,DEV-L-02967,IP-L-02967,482,0.9935,False
ACC-L-02635,80059.09,22739.3,12004.01,8,2,20.71,13.09,2,DEV-L-02635,IP-L-02635,457,0.9601,False
ACC-F-00074,33519.97,37789.26,31613.99,34,14,1.62,87.23,10,DEV-F-0016,IP-F-0064,162,0.5305,True
ACC-L-03659,113156.74,28271.91,22212.73,14,1,30.73,10.28,1,DEV-L-03659,IP-L-03659,745,0.9608,False
ACC-L-04714,45344.43,11557.53,8515.73,3,6,18.83,5.36,3,DEV-L-00214,IP-L-04714,304,0.9017,False
ACC-L-02407,39823.46,4849.57,3175.45,12,10,34.09,8.9,2,DEV-L-02407,IP-L-02407,420,0.9392,False
ACC-L-02930,75422.39,22318.78,11948.52,13,5,13.25,13.59,2,DEV-L-02930,IP-L-02930,41,0.9917,False
ACC-L-01826,105969.34,25774.37,16783.75,12,7,18.1,16.26,3,DEV-L-01826,IP-L-01826,384,0.9773,False
ACC-L-00191,110903.11,22866.67,17091.48,9,11,30.53,5.59,1,DEV-L-00191,IP-L-00191,97,0.8906,False
ACC-L-03801,110066.55,23881.14,17963.05,10,1,22.61,15.0,1,DEV-L-03801,IP-L-03801,74,0.939,False
ACC-L-01801,49881.44,12958.01,9837.2,4,7,34.79,16.11,1,DEV-L-01801,IP-L-01801,641,0.8833,False
ACC-L-02291,85169.0,12439.09,9909.99,2,1,34.29,5.77,1,DEV-L-02291,IP-L-02291,485,0.9448,False
ACC-L-03056,91919.37,23118.41,14369.28,12,3,30.34,16.42,3,DEV-L-03056,IP-L-03056,544,0.9671,False
ACC-L-01051,110631.75,15562.79,8705.33,2,7,14.45,7.53,3,DEV-L-01051,IP-L-01051,286,0.9251,False
ACC-L-01531,56836.81,11937.45,11286.44,2,9,34.71,14.67,1,DEV-L-01531,IP-L-01531,58,0.9768,False
ACC-L-04564,109725.83,33512.6,28547.33,6,7,13.75,4.62,2,DEV-L-00064,IP-L-04564,460,0.9868,False
ACC-L-03180,79252.71,11708.06,6910.43,3,6,24.66,11.91,1,DEV-L-03180,IP-L-03180,628,0.9451,False
ACC-L-01054,26784.51,9214.01,5408.83,12,11,14.92,3.66,2,DEV-L-01054,IP-L-01054,412,0.9281,False
ACC-F-00236,39380.67,78603.13,76586.1,31,26,1.82,82.47,5,DEV-F-0027,IP-F-0044,101,0.7734,True
ACC-L-02349,104854.3,32838.16,19911.88,11,5,28.16,13.81,2,DEV-L-02349,IP-L-02349,412,0.9695,False
ACC-L-00270,38229.14,4681.71,3487.48,2,2,20.49,7.72,1,DEV-L-00270,IP-L-00270,162,0.8998,False
ACC-L-02323,47040.59,9962.34,5989.85,9,2,28.76,11.78,2,DEV-L-02323,IP-L-02323,70,0.9231,False
ACC-L-03030,46430.12,11958.2,6651.89,6,4,22.46,15.15,1,DEV-L-03030,IP-L-03030,132,0.9127,False
ACC-L-02936,76723.06,12354.48,10812.7,8,6,29.38,15.06,3,DEV-L-02936,IP-L-02936,634,0.9606,False
ACC-L-02518,66807.93,22174.65,19950.3,14,1,20.76,12.68,2,DEV-L-02518,IP-L-02518,612,0.9738,False
ACC-L-00485,94206.92,15631.19,10427.13,11,8,28.69,3.81,1,DEV-L-00485,IP-L-00485,531,0.972,False
ACC-L-04453,111731.9,20305.3,18343.89,11,6,18.66,8.73,2,DEV-L-04453,IP-L-04453,286,0.9176,False
ACC-L-04679,87698.46,20847.07,18540.91,3,3,17.1,10.5,1,DEV-L-00179,IP-L-04679,782,0.9958,False
ACC-L-01856,75955.34,17527.38,12719.16,8,7,28.2,7.73,3,DEV-L-01856,IP-L-01856,227,0.9881,False
ACC-L-02429,119624.48,26126.32,23509.04,3,10,24.08,15.67,3,DEV-L-02429,IP-L-02429,158,0.9499,False
ACC-L-02979,105475.76,35405.48,24486.95,7,1,32.17,6.0,2,DEV-L-02979,IP-L-02979,422,0.9019,False
ACC-L-02511,25804.12,8843.99,6778.61,9,3,26.98,4.31,3,DEV-L-02511,IP-L-02511,131,0.9273,False
ACC-L-00342,31070.59,4259.68,2350.97,3,5,22.86,13.41,2,DEV-L-00342,IP-L-00342,287,0.9474,False
ACC-L-01053,63261.59,8696.63,7069.78,14,5,19.16,3.94,1,DEV-L-01053,IP-L-01053,615,0.8871,False
ACC-L-01137,98890.2,18597.84,11347.73,7,1,15.14,10.82,3,DEV-L-01137,IP-L-01137,573,0.9603,False
ACC-L-04445,61277.34,9639.72,5437.38,2,6,26.54,14.44,1,DEV-L-04445,IP-L-04445,43,0.9486,False
ACC-L-04276,46193.37,14980.69,11116.13,6,9,32.61,17.08,3,DEV-L-04276,IP-L-04276,563,0.9881,False
ACC-L-03697,72169.97,8777.31,6724.33,10,11,31.17,6.02,3,DEV-L-03697,IP-L-03697,88,0.9907,False
ACC-L-01640,89461.49,29029.11,20384.28,8,4,27.27,10.37,2,DEV-L-01640,IP-L-01640,748,0.9644,False
ACC-L-02737,99618.32,19418.94,16832.61,6,6,24.85,4.81,3,DEV-L-02737,IP-L-02737,239,0.9149,False
ACC-L-04674,34632.92,4362.1,3693.3,4,2,25.44,14.25,3,DEV-L-00174,IP-L-04674,532,0.901,False
ACC-L-03047,70820.27,23177.99,16906.34,10,5,28.94,4.22,1,DEV-L-03047,IP-L-03047,575,0.9599,False
ACC-L-00654,89738.76,12080.02,8194.01,10,6,21.3,16.01,1,DEV-L-00654,IP-L-00654,571,0.9561,False
ACC-L-04359,71887.2,19548.23,11837.7,8,10,27.74,10.61,2,DEV-L-04359,IP-L-04359,346,0.9624,False
ACC-L-01029,89242.2,17706.61,13184.17,11,6,15.69,7.43,3,DEV-L-01029,IP-L-01029,508,0.8804,False
ACC-L-00683,92987.95,28015.11,22884.06,7,8,22.35,15.73,3,DEV-L-00683,IP-L-00683,312,0.9174,False
