account_id,declared_monthly_income,account_age_days,country_of_registration,avg_monthly_deposit,avg_monthly_withdrawal,deposit_income_ratio,num_deposits_30d,num_withdrawals_30d,deposit_withdraw_time_hours,net_flow_ratio,num_logins_30d,vpn_login_ratio,countries_accessed,high_risk_country_access,device_id,ip_address,kyc_doc_score,face_match_score,selfie_liveness_pass,shared_device_count,shared_ip_count,linked_account_count
ACC-008915,3004.366969090844,87,XX,4402.42,3213.42,1.4653399244705776,7,5,91.3,0.27,45,0.5252783465541465,"[""XX"", ""ZZ""]",True,DEV-L06200,IP-L05742,0.688,0.547,True,3,0,3
ACC-008916,2725.4662033358477,941,YY,2361.42,794.25,0.8664263371925118,6,8,84.4,0.664,24,0.047,"[""FR"", ""YY"", ""US"", ""XX"", ""BR""]",True,DEV-L01884,IP-L05172,0.787,0.857,True,3,2,5
ACC-008917,4769.587562572307,1421,CA,2049.33,1223.38,0.4296662232755086,5,5,24.0,0.403,43,0.284,"[""IT"", ""XX""]",True,DEV-L07003,IP-L08410,0.879,0.966,True,2,0,2
ACC-008918,5657.302002992985,1443,FR,6854.3,2580.42,1.2115846794072611,8,8,200.8,0.624,30,0.424,"[""SG"", ""GB"", ""MX"", ""IN"", ""YY"", ""AU"", ""CA"", ""ES""]",True,DEV-L08461,IP-L06367,0.94,0.877,True,2,0,2
ACC-008919,6621.048841264604,288,ES,7966.42,3067.85,1.2031953845136671,10,6,103.8,0.615,32,0.222,"[""IT"", ""YY""]",True,DEV-L01733,IP-L02967,0.877,0.81,True,0,1,1
ACC-008920,2836.9061324374543,236,MX,3683.02,2085.65,1.298251023678918,7,4,51.9,0.434,23,0.109,"[""DE"", ""SG""]",False,DEV-L06117,IP-L07885,0.592,0.967,True,0,1,1
ACC-008921,3441.733067941196,336,XX,7918.86,6806.9,2.3008360858636436,14,13,42.3,0.14,22,0.669,"[""SG"", ""YY"", ""NL"", ""XX"", ""IT""]",True,DEV-C06,IP-C06,0.627,0.355,True,49,53,102
ACC-008922,2378.5705536362548,150,SG,1904.61,987.64,0.8007354286036231,6,6,24.0,0.481,56,0.342,"[""IN""]",False,DEV-L08061,IP-L00630,0.617,0.977,True,0,2,2
ACC-008923,3228.994657519628,811,NL,1847.47,1313.13,0.5721502556807572,10,7,24.0,0.289,32,0.292,"[""US"", ""IT""]",False,DEV-L00877,IP-L08948,0.771,0.611,True,1,1,2
ACC-008924,4625.95154024777,58,GB,3228.82,1408.95,0.6979792204812633,3,4,69.7,0.564,36,0.246,"[""ES""]",False,DEV-L02540,IP-L00081,0.785,0.942,True,1,0,1
ACC-008925,9183.411747459793,237,ES,11995.78,6501.26,1.306244356351123,6,7,24.0,0.458,33,0.341,"[""CA"", ""XX"", ""DE""]",True,DEV-L07955,IP-L00356,0.878,0.787,True,0,0,0
ACC-008926,2292.037425912848,225,FR,3343.84,1234.75,1.4588959944571047,5,5,110.2,0.631,13,0.379,"[""CA""]",False,DEV-L00645,IP-L06263,0.688,0.572,True,3,0,3
ACC-008927,8128.084142351601,257,GB,13104.18,4990.39,1.612209711208117,4,8,27.2,0.619,43,0.226,"[""NL"", ""MX"", ""IN"", ""ZZ""]",True,DEV-L08499,IP-L00233,0.758,0.747,True,2,1,3
ACC-008928,4834.102705909269,226,GB,6013.97,4161.65,1.2440726558959212,5,9,24.0,0.308,49,0.317,"[""US""]",False,DEV-L06017,IP-L05121,0.965,0.868,True,0,1,1
ACC-008929,6626.591647282048,466,SG,4891.58,1501.84,0.7381746428731373,6,3,24.0,0.693,43,0.234,"[""XX"", ""DE"", ""AU"", ""IT""]",True,DEV-L04277,IP-L00941,0.896,0.851,True,0,3,3
ACC-008930,3243.572181947756,746,DE,3554.96,2588.92,1.096001343412095,4,7,82.1,0.272,35,0.468,"[""GB"", ""IN"", ""IT""]",False,DEV-L01405,IP-L07464,0.89,0.98,True,3,2,5
ACC-008931,4572.399280527266,553,YY,3194.78,2615.09,0.6987091820952893,8,8,34.9,0.181,43,0.164,"[""YY"", ""MX""]",True,DEV-L01545,IP-L04320,0.825,0.876,True,2,1,3
ACC-008932,6093.981018777053,150,CA,5285.85,2391.06,0.8673883243281514,9,4,183.7,0.548,27,0.014,"[""BR"", ""ES""]",False,DEV-L07896,IP-L01354,0.847,0.944,True,0,3,3
ACC-008933,2964.3161723092103,27,IT,5500.55,5197.87,1.8555876992872158,11,10,52.8,0.055,32,0.814,"[""US"", ""GB"", ""YY"", ""NL"", ""ES"", ""SG""]",True,DEV-C05,IP-C05,0.72,0.473,True,49,46,95
ACC-008934,2071.814860053807,2277,YY,2618.55,1936.23,1.2638933181718568,14,6,135.4,0.261,63,0.113,"[""DE"", ""IT"", ""IN"", ""SG""]",False,DEV-L04288,IP-L04766,0.979,0.671,True,2,2,4
ACC-008935,3352.1589306892524,1035,XX,2458.06,1952.23,0.7332767669645449,8,3,129.7,0.206,34,0.215,"[""AU"", ""NL"", ""US""]",False,DEV-L06835,IP-L02585,0.938,0.793,True,0,0,0
ACC-008936,3558.455008412829,2500,SG,3493.29,2697.31,0.9816876616518189,3,7,63.5,0.228,34,0.129,"[""IT"", ""SG"", ""US""]",False,DEV-L03341,IP-L07694,0.947,0.887,True,1,2,3
ACC-008937,5576.881791122512,628,IT,10215.21,3073.8,1.8317058465614933,8,8,27.5,0.699,22,0.146,"[""IN"", ""GB"", ""ZZ""]",True,DEV-L01777,IP-L05165,0.911,0.629,True,2,0,2
ACC-008938,1983.4545982533723,1654,IN,5333.76,3771.45,2.6891247612658318,9,3,87.8,0.293,34,0.273,"[""SG"", ""ES"", ""US"", ""FR""]",False,DEV-L00583,IP-L01466,0.955,0.983,True,1,2,3
ACC-008939,2168.3987657014027,67,US,2995.08,1706.09,1.3812394655256561,3,1,24.0,0.43,44,0.292,"[""DE"", ""ES"", ""IT"", ""MX"", ""SG""]",False,DEV-L01155,IP-L07960,0.594,0.979,True,0,1,1
ACC-008940,15472.240165154843,106,NL,8609.06,7688.55,0.556419900521877,8,3,24.0,0.107,43,0.023,"[""AU"", ""CA"", ""SG"", ""IT""]",False,DEV-L00355,IP-L01994,0.771,0.707,True,1,1,2
ACC-008941,4389.496392572368,214,AU,5501.58,3566.19,1.2533508521689203,7,7,24.0,0.352,21,0.275,"[""SG"", ""IT"", ""BR"", ""ES"", ""FR""]",False,DEV-L06281,IP-L07409,0.632,0.759,True,2,2,4
ACC-008942,3759.826313245913,459,FR,3358.95,2224.59,0.8933794817729264,10,7,24.0,0.338,38,0.294,"[""XX"", ""BR""]",True,DEV-L03974,IP-L02504,0.856,0.966,True,1,2,3
ACC-008943,22782.551144100507,203,ZZ,18767.16,16885.67,0.823751664812536,6,1,32.9,0.1,33,0.218,"[""MX"", ""DE"", ""XX""]",True,DEV-L07304,IP-L01210,0.662,0.662,True,2,3,5
ACC-008944,1969.9550513634663,586,AU,4695.57,4489.15,2.383590578564036,12,11,32.5,0.044,46,0.414,"[""MX"", ""YY"", ""IT"", ""CA"", ""FR"", ""XX"", ""AU"", ""ES""]",True,DEV-C07,IP-C07,0.74,0.335,False,49,46,95
ACC-008945,3729.2552950617774,1025,CA,2756.32,2101.71,0.7391071231874043,8,3,24.0,0.237,43,0.295,"[""SG"", ""IN""]",False,DEV-L04882,IP-L06824,0.869,0.823,True,0,0,0
ACC-008946,5230.17631475914,1058,YY,3424.54,1141.27,0.654765672302937,9,6,24.0,0.667,46,0.307,"[""YY"", ""US""]",True,DEV-L01107,IP-L04986,0.874,0.886,True,2,1,3
ACC-008947,8109.004658169941,795,AU,10404.1,6190.72,1.2830306076080362,2,2,24.0,0.405,24,0.127,"[""IN"", ""MX""]",False,DEV-L02815,IP-L07061,0.997,0.807,True,3,1,4
ACC-008948,1869.5163786439305,549,IN,2608.41,1767.94,1.3952332578606417,6,8,83.4,0.322,37,0.153,"[""IT""]",False,DEV-L06807,IP-L06973,0.777,0.984,True,0,2,2
ACC-008949,15513.861486998547,2082,US,20961.2,8889.38,1.3511273599135045,5,6,67.0,0.576,31,0.151,"[""FR"", ""GB"", ""IN""]",False,DEV-L05015,IP-L06897,0.781,0.852,True,1,2,3
ACC-008950,8523.682815277556,2402,AU,6323.22,3697.09,0.7418412345736418,3,7,52.5,0.415,29,0.004,"[""YY"", ""ZZ"", ""XX""]",True,DEV-L04480,IP-L03412,0.856,0.853,True,0,2,2
ACC-008951,7186.543607592678,316,FR,6012.04,3450.67,0.8365689407543244,4,0,221.3,0.426,26,0.16,"[""SG"", ""AU"", ""XX"", ""ZZ""]",True,DEV-L03869,IP-L06099,0.687,0.884,True,2,3,5
ACC-008952,3439.8132854848654,168,GB,8035.82,3767.11,2.3361201746334075,2,5,39.6,0.531,18,0.195,"[""AU"", ""SG""]",False,DEV-L03841,IP-L03356,0.907,0.886,True,2,1,3
ACC-008953,4578.85909560162,1354,MX,3064.04,2037.46,0.6691710285421096,7,5,30.6,0.335,52,0.539,"[""MX"", ""ES"", ""AU""]",False,DEV-L05074,IP-L06700,0.46,0.791,True,1,5,6
ACC-008954,7587.365968269913,2500,NL,7830.52,5530.03,1.032047221214026,5,5,33.3,0.294,41,0.206,"[""MX"", ""GB""]",False,DEV-L06250,IP-L08807,0.804,0.624,True,1,1,2
ACC-008955,3518.2416517194088,2500,DE,2396.74,844.99,0.6812335146988926,9,6,24.0,0.647,35,0.335,"[""YY"", ""CA""]",True,DEV-L05252,IP-L07003,0.865,0.974,True,3,0,3
ACC-008956,8981.670860613413,760,DE,8782.19,3451.19,0.9777905806588377,7,2,24.0,0.607,30,0.092,"[""YY"", ""GB""]",True,DEV-L02301,IP-L05269,0.889,0.694,True,1,2,3
ACC-008957,5405.663398092038,338,SG,3791.87,3315.04,0.7014619765329242,6,9,24.0,0.126,37,0.242,"[""XX"", ""YY"", ""GB"", ""IN"", ""BR""]",True,DEV-L00504,IP-L01945,0.727,0.938,True,1,1,2
ACC-008958,1964.0675110893576,129,BR,1746.59,565.23,0.8892716661739657,7,3,24.0,0.676,27,0.255,"[""IN""]",False,DEV-L03722,IP-L03683,0.902,0.782,True,1,3,4
ACC-008959,2734.866229917376,374,GB,3743.42,1366.95,1.3687768017324828,7,4,24.0,0.635,30,0.5405616404243281,"[""US"", ""CA"", ""BR""]",False,DEV-L02906,IP-L04728,0.806,0.798,True,2,1,3
ACC-008960,3442.30117884828,162,DE,2708.42,2133.02,0.7868044257291508,4,1,27.6,0.212,28,0.256,"[""US"", ""CA"", ""ZZ""]",True,DEV-L01569,IP-L00139,0.71,0.897,True,1,1,2
ACC-008961,4274.485563227646,136,ES,5551.58,4360.13,1.298771099560989,4,3,54.3,0.215,15,0.305,"[""IN"", ""ZZ""]",True,DEV-L05062,IP-L04665,0.908,0.962,True,0,1,1
ACC-008962,4501.734402313995,1056,IN,2712.37,2366.67,0.6025158080737048,7,1,24.0,0.127,43,0.125,"[""GB"", ""FR"", ""YY"", ""NL""]",True,DEV-L06079,IP-L03420,0.66,0.726,True,1,1,2
ACC-008963,3433.472991391552,250,YY,4325.35,3545.18,1.2597592521314551,9,7,24.0,0.18,35,0.214,"[""ZZ"", ""XX"", ""IN""]",True,DEV-L01249,IP-L06064,0.851,0.904,True,2,1,3
ACC-008964,3255.6103777779635,394,ZZ,1904.71,818.76,0.585055342817519,8,5,24.0,0.57,33,0.092,"[""DE"", ""IN"", ""IT""]",False,DEV-L02697,IP-L02753,0.778,0.915,True,1,0,1
ACC-008965,2687.501543032815,194,AU,11442.64,11206.2,4.257724567044607,20,22,7.5,0.021,28,0.92,"[""SG"", ""XX"", ""MX"", ""IN""]",True,DEV-C08,IP-C08,0.751,0.25,True,49,54,103
ACC-008966,4360.500306370985,50,IN,3637.72,1523.25,0.8342427564250944,4,7,24.0,0.581,21,0.041,"[""IT""]",False,DEV-L04934,IP-L06465,0.78,0.628,True,1,0,1
ACC-008967,2212.380265869969,155,XX,2473.48,1965.44,1.1180160386245679,3,3,424.1,0.205,15,0.207,"[""CA"", ""IT""]",False,DEV-L00094,IP-L04291,0.662,0.911,True,1,1,2
ACC-008968,5177.64233086292,901,IT,7428.16,4555.79,1.4346607104561242,7,4,24.0,0.387,45,0.386,"[""US"", ""SG"", ""IN""]",False,DEV-L05780,IP-L05083,0.796,0.689,True,0,2,2
ACC-008969,6892.910567299015,246,FR,6101.12,3528.24,0.885129166552706,9,5,24.0,0.422,42,0.039,"[""AU"", ""BR"", ""IN""]",False,DEV-L08204,IP-L02301,0.579,0.9,True,1,1,2
ACC-008970,5770.293976767704,239,AU,5350.06,3212.64,0.9271722158221104,13,7,72.2,0.4,31,0.295,"[""AU"", ""BR"", ""ES"", ""CA"", ""ZZ""]",True,DEV-L06224,IP-L00372,0.603,0.793,True,0,1,1
ACC-008971,3770.007854705795,559,ES,2554.34,803.59,0.677541498988899,11,3,24.0,0.685,22,0.192,"[""US"", ""XX"", ""SG"", ""ES"", ""BR""]",True,DEV-L05851,IP-L06028,0.776,0.381,True,1,3,4
ACC-008972,5935.60347839076,343,NL,7467.76,5449.66,1.258129093023852,4,6,24.0,0.27,41,0.263,"[""CA"", ""DE"", ""GB""]",False,DEV-L00816,IP-L03612,0.934,0.797,True,0,2,2
ACC-008973,6116.825725279427,56,ES,10338.85,4139.19,1.690231832415013,8,4,132.9,0.6,41,0.8726772245464544,"[""AU"", ""ZZ"", ""ES""]",True,DEV-L07747,IP-L06350,0.882,0.914,True,4,0,4
ACC-008974,6535.878392442266,216,IN,4028.48,1539.7,0.6163639957613967,1,1,24.0,0.618,27,0.564,"[""US""]",False,DEV-L06361,IP-L00755,0.751,0.588,True,1,1,2
ACC-008975,6575.319884424171,89,BR,5041.14,2422.91,0.7666765995442143,10,3,24.0,0.519,48,0.513,"[""ES"", ""NL"", ""IT"", ""SG"", ""CA"", ""MX"", ""XX""]",True,DEV-L01796,IP-L03059,0.876,0.874,True,0,1,1
ACC-008976,6518.399401291027,958,MX,6818.38,4048.56,1.0460213063317603,7,3,509.4,0.406,34,0.15,"[""XX""]",True,DEV-L02050,IP-L01989,0.879,0.726,True,0,0,0
ACC-008977,2140.297040811225,100,GB,4413.08,2672.38,2.0619021944974527,4,4,24.0,0.394,42,0.031,"[""AU"", ""CA""]",False,DEV-L05809,IP-L05613,0.883,0.839,True,0,2,2
ACC-008978,3688.393266913702,100,FR,4776.73,3316.2,1.2950699566914141,7,3,33.1,0.306,46,0.028,"[""CA"", ""SG"", ""DE"", ""XX""]",True,DEV-L05976,IP-L01693,0.892,0.942,True,1,2,3
ACC-008979,2795.4589585733943,114,IT,1972.56,669.5,0.7056285230263212,7,3,38.0,0.661,42,0.189,"[""ZZ"", ""NL""]",True,DEV-L02051,IP-L02920,0.924,0.82,True,2,0,2
ACC-008980,1907.6179862439944,936,FR,1252.19,630.01,0.6564178197453038,5,5,24.0,0.497,49,0.221,"[""BR"", ""AU""]",False,DEV-L06231,IP-L04623,0.968,0.687,True,0,1,1
ACC-008981,1556.0554656400466,213,BR,1798.53,803.47,1.1558255739499714,5,3,90.3,0.553,43,0.291,"[""AU""]",False,DEV-L06139,IP-L01458,0.876,0.781,True,2,0,2
ACC-008982,11666.710376996403,1526,BR,9090.78,4925.16,0.7792071018504735,5,5,35.1,0.458,54,0.378,"[""IT"", ""DE""]",False,DEV-L03410,IP-L04024,0.917,0.964,True,3,2,5
ACC-008983,4066.6911492386257,971,NL,2681.53,1623.62,0.6593898807675133,3,8,24.0,0.395,27,0.349,"[""GB"", ""IT""]",False,DEV-L06092,IP-L06992,0.55,0.963,True,2,3,5
ACC-008984,12217.110803176754,1229,BR,7230.55,5854.22,0.5918382766148597,7,5,24.0,0.19,22,0.131,"[""US"", ""IN"", ""MX"", ""GB""]",False,DEV-L07796,IP-L05659,0.933,0.896,True,3,1,4
ACC-008985,10634.926733321066,284,GB,16311.28,13313.41,1.5337466757579228,8,3,24.0,0.184,22,0.138,"[""CA"", ""IT""]",False,DEV-L00344,IP-L06611,0.479,0.902,True,0,2,2
ACC-008986,3218.018138783397,117,FR,2375.72,1475.12,0.7382554557846236,2,2,24.0,0.379,38,0.22,"[""IT""]",False,DEV-L02716,IP-L05660,0.76,0.868,True,1,1,2
ACC-008987,7245.841920914213,293,IT,3076.38,2373.65,0.42457111726657526,3,7,150.8,0.228,29,0.161,"[""AU"", ""IT"", ""ES"", ""NL""]",False,DEV-L04893,IP-L01119,0.891,0.943,True,0,1,1
ACC-008988,9829.420582382498,30,SG,5945.1,3224.0,0.6048269145037016,3,6,24.0,0.458,38,0.262,"[""US""]",False,DEV-L02262,IP-L00742,0.779,0.945,True,0,2,2
ACC-008989,4585.143272709686,707,IN,4171.48,3724.18,0.9097808792297112,3,2,187.6,0.107,35,0.103,"[""IT"", ""CA""]",False,DEV-L05303,IP-L07330,0.702,0.92,True,3,0,3
ACC-008990,7353.308046177483,526,ES,8628.37,3241.86,1.1734002180857073,5,7,24.0,0.624,44,0.306,"[""MX"", ""BR"", ""AU""]",False,DEV-L00096,IP-L08778,0.726,0.909,True,1,2,3
ACC-008991,6112.237290913946,206,NL,7535.06,2907.4,1.232781961896711,7,5,24.0,0.614,35,0.167,"[""AU"", ""NL"", ""YY""]",True,DEV-L04911,IP-L02238,0.556,0.801,True,3,2,5
ACC-008992,12429.456462543245,241,IT,12697.61,6043.3,1.0215743358050131,9,6,26.8,0.524,50,0.159,"[""ZZ"", ""DE""]",True,DEV-L03349,IP-L02488,0.695,0.786,True,1,0,1
ACC-008993,4174.5509390616,1227,GB,5900.21,2138.75,1.413375323238359,12,4,139.2,0.638,35,0.089,"[""MX""]",False,DEV-L02837,IP-L02386,0.803,0.59,True,1,0,1
ACC-008994,7150.383549656211,657,AU,11361.41,3446.1,1.5889227058758824,3,8,41.9,0.697,61,0.152,"[""IT"", ""YY""]",True,DEV-L01841,IP-L05366,0.844,0.874,True,1,1,2
ACC-008995,3871.69646419864,1766,BR,5297.54,2628.03,1.368273896898164,8,7,231.0,0.504,27,0.232,"[""GB"", ""FR"", ""AU"", ""US""]",False,DEV-L04769,IP-L08921,0.688,0.852,True,0,2,2
ACC-008996,2692.913033340319,168,NL,5154.41,1689.6,1.914065747654678,10,2,24.0,0.672,25,0.359,"[""AU"", ""BR"", ""DE"", ""GB""]",False,DEV-L00075,IP-L05069,0.881,0.969,True,0,1,1
ACC-008997,2281.5921789223903,112,ZZ,3079.48,1999.91,1.349708423780483,10,5,42.8,0.351,22,0.166,"[""SG"", ""DE"", ""YY""]",True,DEV-L00203,IP-L07895,0.774,0.595,True,1,0,1
ACC-008998,8791.68539189274,580,MX,3423.04,2742.6,0.38934997978334207,5,6,44.7,0.199,30,0.168,"[""YY"", ""ZZ""]",True,DEV-L07460,IP-L03775,0.92,0.936,True,0,2,2
ACC-008999,8192.06373335988,892,MX,11274.26,4615.22,1.3762422080897385,4,4,87.6,0.591,43,0.093,"[""XX""]",True,DEV-L06924,IP-L07580,0.878,0.931,True,0,1,1
ACC-009000,6877.56730160148,544,ZZ,6830.76,4512.09,0.9931947288084155,5,6,42.6,0.339,48,0.246,"[""FR"", ""YY"", ""CA"", ""ZZ""]",True,DEV-L04355,IP-L03051,0.856,0.849,True,3,5,8
ACC-009001,3667.457291299426,422,AU,5588.88,5214.2,1.5239101857797472,6,6,7.2,0.067,40,0.537,"[""IN"", ""AU"", ""NL""]",False,DEV-C00,IP-C00,0.481,0.25,True,49,47,96
ACC-009002,4957.338093726773,2500,ZZ,5741.23,3546.62,1.1581284409948205,5,8,33.5,0.382,38,0.157,"[""IT"", ""US"", ""IN""]",False,DEV-L07384,IP-L03162,0.684,0.639,True,1,5,6
ACC-009003,5020.832055185283,2500,IT,5730.11,3556.81,1.14126753979907,2,1,56.9,0.379,24,0.279,"[""US"", ""NL"", ""GB""]",False,DEV-L00038,IP-L08920,0.855,0.971,True,0,0,0
ACC-009004,7187.026921282295,192,IN,11333.32,3750.37,1.576912980420548,7,5,77.0,0.669,24,0.08,"[""SG"", ""IN"", ""MX""]",False,DEV-L04779,IP-L06186,0.879,0.361,True,0,0,0
ACC-009005,5901.198306582837,220,SG,4707.42,4038.69,0.7977053405490104,4,10,626.2,0.142,37,0.076,"[""ZZ""]",True,DEV-L07399,IP-L04134,0.653,0.817,True,1,0,1
ACC-009006,3085.162253767928,188,XX,2701.18,1098.3,0.8755392275059295,9,3,35.5,0.593,46,0.236,"[""BR"", ""IN"", ""YY""]",True,DEV-L03771,IP-L05538,0.65,0.877,True,2,3,5
ACC-009007,6575.127589667165,1627,ES,5955.97,3845.37,0.9058336134603377,8,3,108.3,0.354,49,0.157,"[""BR"", ""MX""]",False,DEV-L06461,IP-L05388,0.914,0.777,True,3,1,4
ACC-009008,8173.209005012838,1000,ES,10518.57,6046.74,1.2869567756477567,6,4,24.0,0.425,28,0.268,"[""BR"", ""ZZ"", ""CA"", ""GB""]",True,DEV-L07900,IP-L01244,0.768,0.849,True,2,3,5
ACC-009009,3513.8228644547853,847,ZZ,5296.35,4144.72,1.5072893871911934,5,5,55.3,0.217,55,0.218,"[""YY"", ""SG"", ""IN""]",True,DEV-L01699,IP-L04456,0.857,0.907,True,2,2,4
ACC-009010,4524.037320935754,344,GB,3221.07,1694.5,0.7119908431286036,4,4,44.9,0.474,42,0.226,"[""FR""]",False,DEV-L05963,IP-L06235,0.667,0.901,True,2,0,2
ACC-009011,12242.277791480752,970,IN,46613.25,34388.76,3.807563780603992,10,1,182.3,0.262,31,0.169,"[""GB""]",False,DEV-L01976,IP-L07937,0.838,0.722,True,2,0,2
ACC-009012,4073.902649668891,580,DE,6658.86,5091.33,1.6345166279395522,7,6,24.0,0.235,45,0.291,"[""US"", ""BR""]",False,DEV-L04192,IP-L00937,0.873,0.767,True,0,3,3
ACC-009013,3401.2336467755076,338,DE,2920.38,1165.55,0.8586233216124851,7,6,202.2,0.601,39,0.482,"[""XX"", ""US"", ""CA"", ""FR"", ""YY""]",True,DEV-L01289,IP-L04670,0.775,0.75,True,2,2,4
ACC-009014,12582.553785479386,590,DE,10069.05,7086.27,0.8002392729254487,3,2,24.0,0.296,36,0.142,"[""ZZ"", ""AU"", ""MX"", ""SG"", ""IT""]",True,DEV-L01516,IP-L01404,0.869,0.908,True,1,0,1
ACC-009015,4510.748324787078,1993,IN,7012.96,3941.56,1.554721375972499,6,1,55.9,0.438,33,0.114,"[""BR"", ""GB"", ""XX""]",True,DEV-L02353,IP-L00580,0.903,0.961,True,0,0,0
ACC-009016,7724.039353643614,895,AU,7685.64,6709.56,0.995028272967864,7,3,131.1,0.127,25,0.146,"[""BR"", ""ZZ""]",True,DEV-L08293,IP-L04550,0.897,0.966,True,1,0,1
ACC-009017,2189.32412780651,152,BR,1413.28,1261.78,0.6455307829351283,4,6,531.5,0.107,41,0.309,"[""SG"", ""BR"", ""CA""]",False,DEV-L02963,IP-L00298,0.886,0.981,True,1,1,2
ACC-009018,4930.336377458002,172,DE,4500.76,3241.95,0.9128708660915237,7,5,74.8,0.28,27,0.291,"[""IN"", ""BR"", ""MX"", ""XX"", ""SG""]",True,DEV-L07647,IP-L02543,0.753,0.813,True,2,3,5
ACC-009019,3896.3142462336687,861,DE,2066.55,1318.96,0.5303858000392243,7,8,244.8,0.362,30,0.3,"[""DE"", ""XX"", ""FR""]",True,DEV-L04394,IP-L03552,0.755,0.952,True,1,1,2
ACC-009020,7743.147544677866,207,NL,5717.18,2804.51,0.7383534940264681,4,6,69.2,0.509,35,0.14,"[""US"", ""CA"", ""IN"", ""IT""]",False,DEV-L03155,IP-L00287,0.679,0.978,True,1,1,2
ACC-009021,8094.9593308415115,580,IN,13257.86,6066.66,1.6377920317603711,3,0,24.0,0.542,44,0.273,"[""DE"", ""IN""]",False,DEV-L02201,IP-L06577,0.786,0.722,True,0,2,2
ACC-009022,2461.4981189438163,220,IN,5279.22,3101.54,2.1447184992312676,7,3,28.2,0.413,34,0.32,"[""YY"", ""DE"", ""NL"", ""GB"", ""ZZ""]",True,DEV-L03658,IP-L06922,0.876,0.937,True,2,0,2
ACC-009023,9218.253785195757,914,SG,8716.67,5414.66,0.9455878022618668,7,5,720.0,0.379,29,0.28,"[""GB"", ""SG"", ""CA""]",False,DEV-L03936,IP-L00990,0.895,0.934,True,2,2,4
ACC-009024,7112.3885529176305,141,MX,6766.16,4244.19,0.9513198565924155,5,5,123.7,0.373,44,0.239,"[""BR"", ""IN"", ""FR"", ""IT""]",False,DEV-L07721,IP-L01851,0.93,0.934,True,1,0,1
ACC-009025,10064.068441789395,548,SG,13918.02,10927.58,1.3829420597370339,9,4,24.0,0.215,25,0.255,"[""MX"", ""XX""]",True,DEV-L04007,IP-L02621,0.749,0.781,True,2,2,4
ACC-009026,7949.08899897639,259,MX,13833.32,11148.0,1.74024020766057,5,5,24.0,0.194,36,0.162,"[""BR"", ""GB"", ""MX""]",False,DEV-L00838,IP-L04934,0.942,0.675,True,1,2,3
ACC-009027,9616.164311545503,382,IT,6646.54,3404.34,0.6911836222223434,9,4,24.0,0.488,25,0.199,"[""CA"", ""IT""]",False,DEV-L08104,IP-L07338,0.771,0.829,True,0,2,2
ACC-009028,2325.9500822640102,456,DE,1757.75,1066.64,0.755714580636024,2,5,52.9,0.393,36,0.33,"[""CA"", ""AU"", ""YY""]",True,DEV-L07348,IP-L00947,0.948,0.657,True,1,3,4
ACC-009029,5983.10298175773,1247,ZZ,8444.99,6371.21,1.4114724654700115,7,5,24.2,0.246,28,0.37,"[""YY""]",True,DEV-L02627,IP-L02535,0.816,0.73,True,0,1,1
ACC-009030,3983.27822540615,1586,NL,26046.85,25516.22,6.539049265823315,17,17,12.5,0.02,24,0.977,"[""SG"", ""MX"", ""FR"", ""IN"", ""ES""]",False,DEV-C09,IP-C10,0.523,0.553,False,49,49,98
ACC-009031,4249.015196744672,1079,YY,3640.75,1419.89,0.8568462356063311,2,6,24.0,0.61,32,0.257,"[""ZZ"", ""BR""]",True,DEV-L04804,IP-L00160,0.942,0.9,True,2,3,5
ACC-009032,5888.9905341258245,165,GB,5202.61,3892.59,0.8834471058361985,2,2,36.0,0.252,30,0.5803963785574888,"[""ES""]",False,DEV-L06598,IP-L03182,0.841,0.787,True,1,3,4
ACC-009033,5487.27259661799,77,GB,2238.81,1906.49,0.40800098924358763,5,2,24.0,0.148,27,0.097,"[""ES"", ""FR"", ""DE""]",False,DEV-L03624,IP-L08958,0.926,0.652,True,2,0,2
ACC-009034,11146.306092355035,640,US,14460.13,6515.04,1.2973021322806437,8,6,24.0,0.549,29,0.116,"[""AU"", ""XX""]",True,DEV-L08376,IP-L01896,0.978,0.867,True,1,3,4
ACC-009035,6989.948744340687,296,BR,6399.27,3796.99,0.915496375607467,7,7,24.0,0.407,38,0.421,"[""ES"", ""IT"", ""YY"", ""XX"", ""GB""]",True,DEV-L02539,IP-L00732,0.658,0.53,True,0,0,0
ACC-009036,1654.4538687565762,141,BR,2943.44,888.24,1.7790981502820686,7,6,70.2,0.698,33,0.214,"[""DE"", ""CA"", ""IT"", ""GB""]",False,DEV-L00577,IP-L02161,0.934,0.859,True,1,3,4
ACC-009037,3946.528047097183,143,US,3156.38,2504.44,0.7997854923190599,10,2,24.0,0.207,27,0.349,"[""MX"", ""DE"", ""YY"", ""FR"", ""ZZ""]",True,DEV-L01308,IP-L00841,0.966,0.885,True,1,2,3
ACC-009038,3001.730371590447,764,SG,24013.84,22962.47,8.0,17,16,33.0,0.044,48,0.561,"[""BR"", ""DE"", ""YY"", ""FR"", ""US""]",True,DEV-C07,IP-C07,0.785,0.28,False,49,46,95
ACC-009039,1738.5821984039262,250,NL,5385.75,4924.71,3.0977807942261686,15,14,1.7,0.086,35,0.77,"[""AU"", ""YY"", ""IT""]",True,DEV-C12,IP-C12,0.38,0.251,False,49,54,103
